ID,collection_year,country,div_domain,div_type,performance,N_team,N_ind,students
10.2307/2785810,,United States,demographic,age,productivity,24,72,no
10.1016/j.jsis.2018.04.002,,,job-related,,Creativity,,,no
10.5465/ambpp.2019.10535abstract,,,,,Creativity,,,no
10.1111/j.1540-5885.2010.00735.x,,United States,job-related,,New product performance,206,,no
10.1016/j.cirp.2016.04.055,2016,,,,,,,no
10.1016/j.jbvi.2022.e00314,2012.5 [2007-2018],,demographic,Ethnic,Investment capital raised,,,no
10.5465/ambpp.2016.12550abstract,,12 countries,demographic; cognitive; job-related,"Ethnic , gender, nationality, organizational experience, top management job experience",Firm performance in turbulent markets represented by firms' lower tail dependence (joint crash probability),401,3528,no
10.5465/ambpp.2022.13175abstract,,,demographic,Gender,Creativity,71,534,no
10.1111/j.1467-8691.2004.00294.x,,,,,Creativity,44,,no
10.1142/s1363919620500395,,,,,creativity (business model innovation),162,,no
10.1080/09585192.2011.543629,,,job-related,"Nationality and gender, functional background",Team effectiveness,44,"109 team members, 44 team leaders, and 34 alliance executives",no
10.2466/pr0.1993.73.3f.1187,,,job-related,,Strategic clarity,205,,no
10.1108/01437721011073373,2000,Spain,demographic,"Educational level, functional , in tenure",Innovation,97,,no
10.1016/j.lrp.2019.101913,,Luxembourg,demographic,Gender and nationality,Technological innovation,,1348 SMEs,no
10.1177/0149206306298657,2007,United States,cognitive,,Decision outcomes,85,,no
10.1002/smj.469,,Six countries from three social cultures,,,Product-market and administrative innovation,,,no
10.1080/00336297.2004.10491835,2004,,,,,,,
10.1108/tpm-03-2014-0019,2010.5 [2008-2013],Germany,demographic,Disciplinary and educational,Academic excellence,75 German public universities,,
10.1016/j.hitech.2010.02.003,,Taiwan,,,Performance and Satisfaction,20,109,no
10.1016/j.ijproman.2008.11.003,,,,,Manufacturability,127,,no
10.1002/smj.2230,2014,,,,Firm performance and member departures,,,no
10.5465/ambpp.2014.58,,United States,cognitive,Structurally redundant heterogeneity,Team performance,,,no
10.5465/amj.2017.0054,,,demographic,Team faultlines,Team performance,41,271 employees and 41 leaders,no
10.3389/fpsyg.2021.722650,2021,,cognitive,Perceived,Perceived performance and team satisfaction,,102,no
38031,101,,cognitive,Personality,Creativity,45,234,no
4774,,,,Cultural values and surface-level/deep-level attributes,Team performance,100,,no
10.1002/job.293,,,job-related,"Surface- and deep-level (gender, ethnicity, time urgency, extraversion)",Relationship conflict,45,,yes
4635,,,cognitive,"Gender, ethnicity, first language, and goal orientation dimensions","Group performance, team viability and organizational citizenship behaviour",68,290,yes
12371,,,job-related; demographic; cognitive,Ethnic and gender (surface-level) / informational (deep-level),Cohesion / Task conflict / Emotional conflict,24,168,yes
10.1177/1368430206067557,2006,,demographic,Race,Hidden-profile task,,,
43060,,,job-related,,Team performance,34,,no
43058,,,,,Creativity,34,,no
10.5465/apbpp.2000.5535103,,,cognitive,,Perception of quality of work,,218,yes
10.1177/1046496404264942,,,,,Creativity,56 (Study I); 41 (Study 2),168 (Study I); 123 (Study 2),
43665,,,,Ethnic,Creativity and innovation,,,no
10.1037/a0025583,,,demographic,Ethnic,Financial performance,100,,no
10.5465/ambpp.2017.10973abstract,,,cognitive,Gender,Team Performance,57,350,no
10.5465/ambpp.2016.17250abstract,,United States,,,Team performance,,,no
10.1002/tie.21507,,,demographic,Cultural,Creativity,,,no
10.1016/0022-1031(69)90035-3,1968,,,,creativity and adequacy,16,,
10.5465/ambpp.2011.65869632,,,job-related,Expertise,Creativity,,,no
10.1108/ijcma-08-2021-0130,,,,,Team performance,71,,yes
10.1016/0030-5073(79)90055-2,,,,,Creativity,24,96,yes
10.1037/0021-9010.88.1.27,,,,,Creativity,73,,no
10.23919/picmet53225.2022.9882662,,United States,job-related,Technological,Team performance/Inventive performance,,,no
10.1016/j.infsof.2012.11.006,,,,,Project success,,,no
10.5465/ambpp.2019.16111abstract,,,cognitive,,Team performance,,,no
10.1002/9781118909997.ch6,,,,,Creativity and innovation,,,
5104,,,,Demographic characteristics of team members.,"Creativity, time required for reaching a decision, quality of decision, and job satisfaction of team members.",12.,,no
2617,,,,,creativity,,,
10.2224/sbp.2005.33.4.391,,,job-related,Functional and positional,Team performance,,,no
10.1093/acprof:oso/9780199861378.003.0012,,,,,team performance,,,
2448,,,demographic; cognitive; job-related,,Team performance and member satisfaction,,,
10.5465/ambpp.2015.16692abstract,2000.5 [1993-2008],United States,job-related,,New product impact,2232,,no
38102,Year Collected: 93,,,,Team performance,,,no
10.1108/ijebr-04-2014-0072,,China,job-related,Personality,New venture growth,154,,no
10.21236/ada501355,,,,,Team effectiveness,,,no
10.1037/a0018444,,,,,Creativity,67,,no
10.1177/1548051817709006,,,job-related,Sex,General (not specified),241,,no
10.1086/500668,,,,,,,,
10.1080/10400410903579635,,,job-related,,Creativity,60,,yes
10.1287/mnsc.2017.3001,,,cognitive,Cognitive,Creativity,112,,yes
10.1002/9781118909997.ch5,,,,Ethnic,Creativity and innovation implementation,,,
38103,1999,,,,Entrepreneurial team performance,,,
10.1177/1046496419827376,2019,,,,creativity,53,,no
38104,,Taiwan,job-related,"Age, Gender, Functional background",Team performance,100,,no
10.1111/manc.12313,,,,Nationality,Team and individual,,,
38105,107,,job-related,Job-related and psychological,Innovation outcomes (team innovation performance and employee innovative behaviors),66,,no
10.1080/00207543.2016.1272765,,United States,job-related,Demographic,Manufacturing process innovation technical performance,,183,no
10.5465/ambpp.2015.18156abstract,,,,Bio-demographic and task-related,New venture performance,511,,no
10.1016/j.emj.2014.07.002,2014,Taiwan,demographic,Both surface-level demographic and deep-level trait,Team helping behavior,133,558,no
10.5465/ambpp.2021.11413abstract,,,job-related; cognitive,Job-related and psychological,Team innovation,70,,no
10.1080/10510974.2021.2011355,,,job-related,"Multidimensional (expertise, winning experience, geolocation distribution, community tenure)",Winning social issue contests,,,no
10.1016/j.compedu.2019.103702,,,job-related,"Academic discipline, academic level, and mother tongue",Innovation in team projects,3,320,yes
10.1016/j.respol.2019.03.020,1998 [1991-2005],United States,cognitive,Technology-related team,Innovation impact,,,no
10.1109/icmse.2012.6414187,,,demographic,,Task-related,,,no
10.1017/jmo.2015.43,,China,job-related,Work value,Creativity,47,458,no
10.1007/s13278-019-0569-7,2019,,cognitive,,Quality of Wikipedia articles (Features),,,no
10.1037/0021-9010.84.3.376,,,,,creativity,79,,no
10.5465/ambpp.2017.14803abstract,,,job-related,Emotion,Team performance,,,
10.1037/gdn0000083,,India,demographic,Team emotion,Team performance and information sharing,75,,yes
10.1504/ijhrdm.2005.005986,,Spain,,Age,Team productivity and customer service,,,no
10.1108/ijcma-05-2016-0032,2009.5 [2007-2012],China,demographic,,Team performance,,,no
10.1108/09578230210415643,2002,,demographic; job-related,"Gender, Function, Team Tenure","Team Support, Team Effectiveness",48,,no
10.1086/374182,,,,,Productivity,,,no
10.1177/104649649903000604,,,demographic,"Race, age, sex, function",Quality and quantity of innovation; Perceptions of teaming consideration,50,,no
38110,98,Taiwan,cognitive,,Innovation,"Study 1 - 22, Study 2 - 51","116 (Study 1), 51 team leaders and 431 team members (Study 2)",yes (pre-test subjects)
10.2224/sbp.7051,,South Korea,job-related,Task knowledge,Creativity,325,,no
10.17705/1pais.14501,,,job-related,,project performance,,82,no
10.1177/15480518211010763,,,job-related,Cultural,Team performance,66,336,no
10.4324/9780203889312-13,,,job-related,,Team Effectiveness,,,no
38112,2017,Taiwan,cognitive,"Behavioral competence , Openness to Experience, Perception of commercialization",Performance of open innovation teams in academic circles,,111,no
10.5465/amj.2005.18803929,,,,,Financial Performance,44,,no
10.1080/10400419.2018.1530912,,,,,Creativity,33,98,no
10.1177/1059601198232005,,,,Cultural and non-diverse,Team performance on problem-solving projects,More than 80 team projects,,yes
10.1177/1046496404266320,,,,,Team performance,30,,no
10.1002/j.2162-6057.2001.tb01048.x,,,cognitive,,Innovative performance/Creativity,49,196,yes
10.1111/apps.12408,,Greece,demographic,,Innovation implementation,49,192,no
2426,,,,Personality,Group creativity and innovativeness,,,
38114,,Egypt,,,Team effectiveness,2,,no
10.1016/j.ijintrel.2008.01.002,,United States; Mexico,,,Team outcomes,,,yes
10.1111/0019-8676.00210,,,job-related,Racial,Team performance,,1200 workers,no
10.1016/j.technovation.2021.102449,1988 [1980-1996],,cognitive,Technological Experience,Invention Impact,,,no
10.1037/gdn0000004,2014,,,,Creativity and task performance,,,yes
10.1080/10963758.1999.10685206,,,demographic; cognitive; job-related,Ethnic,Creativity,,,yes
10.2139/ssrn.2084860,,,,,Creativity,,,
10.1111/bjso.12277,,Italy,,,"Team performance, perceived and actual",45,369,no
10.1177/1059601117750532,,,demographic,Gender and Nationality.,Team Performance.,72.,,no
10.1111/1464-0597.00101,,,,,Productivity,,180,
10.1007/s11187-009-9176-8,,,job-related,Ethnic,Creativity,73,,no
10.1111/j.1744-6570.2005.00892.x,2005,,demographic,Gender,"Team problem solving, physically demanding tasks, task proficiency, social cohesion, observers' assessments of teamwork",92,,no
10.1002/9781118909997.ch11,,,,Ethnic,Creativity,,,
10.1002/job.169,2002,,cognitive,,"technical-administrative task, leadership task, and contextual performance",,,yes
6787,,,,,,60,,yes
10.5465/amj.2011.61967991,,India,,Temporal,Team performance,71,,no
10.1177/1046496419840432,,,job-related,Gender and race,Task performance,63,,yes
10.1080/16184742.2020.1784247,,Spain,,,Team performance,73,668,no
38368,1994,,demographic,,Firm performance,89,,no
38372,1993,,,,Organizational change and performance,77,,no
10.1109/tem.2014.2361623,,,job-related,Cross-functional teams,Innovation projects,142,,no
10.5465/ambpp.2021.13641abstract,Between 1975-2009,United States,demographic,Ethnic,Green technologies,,,no
10.1108/bjm-07-2017-0202,,Taiwan,cognitive; demographic,Educational and tenure,Innovation performance,,283 Taiwanese manufacturing firms' top management teams,no
10.2308/horizons-2020-047,,,job-related,,Audit quality,,,no
38203,2002 [2000-2004],Taiwan,,,Operational performance,,,no
10.1080/01488370903110803,,,demographic,,Foster care placement recommendations,,,no
10.5465/ambpp.2020.106,,,job-related,Gender,Creativity,,,yes
10.1037/apl0001035,,,cognitive,Cognitive style versatility,Collaborative performance,132,452,
10.1016/s0923-4748(97)00010-6,1997,,,,Product design,,,no
10.1177/1046496405285458,,,,,Individual satisfaction with the team,68,310 undergraduate students,yes
10.5465/ambpp.2014.11820abstract,,,demographic,Cultural background,Information elaboration and team performance,144,,no
10.1002/hrm.21736,,,demographic,Gender,Workforce productivity,,,no
10.1177/0149206314547387,,,,,,,,
10.1080/17509653.2016.1275865,2017,,job-related,Functional,Innovation,,,no
10.5465/ambpp.2007.26508208,,,,,,,,no
10.13587/j.cnki.jieem.2022.05.008,,,,,Entrepreneurial performance,,143 enterprises with 514 internal consistency data,no
10.5465/ambpp.2020.20679abstract,,,,,Creativity,131 and 155,,no
2550,,,,,creativity and judgmental decision-making,,,
10.1177/1046496412453943,,,job-related,"Educational specialty, Nationality",Team performance,50,308,yes
10.3389/fpsyg.2022.1082870,,Brazil; Germany,,Social category faultlines,Team performance,54,,no
10.1002/smj.2183,,,demographic,Founding Team Composition,Venture Performance,"2,067",,no
10.1002/9781119207245.ch12,,,,,"effectiveness, performance, creativity",,,
10.1111/j.1467-8683.2010.00784.x,,Norway,demographic,Women on corporate boards,Board effectiveness in strategic and operational control,,,no
10.2139/ssrn.399540,,,,Work style and informational,Group performance,,,
10.1287/orsc.2021.1448,,,,,Creativity,,,no
10.5465/ambpp.2015.12743abstract,,,,,Creativity,,,
38270,93,,,,"Team performance, collective efficacy, cohesion, and individual satisfaction",65,272,no
10.1111/apps.12322,,United Kingdom,job-related,Professional faultlines,Innovation,70,,no
10.1007/s10551-016-3430-1,,,,Ethnic,Creativity,50,186,no
10.1108/md-12-2019-1698,,,job-related,Team informational faultlines,Creativity,85,,no
10.1108/13527591011090655,,,demographic,gender,team performance,76,499,no
10.2139/ssrn.3066060,,United States,demographic,"National , immigrant-founded firms",Firm performance,,,no
10.1177/1042258718807696,,,job-related,Gender,Innovation performance,,,no
10.1111/apps.12280,,,cognitive,Attachment,Team performance,44,404,no
10.1016/j.emj.2016.12.004,2016,,cognitive,,Illusion of control bias in strategic decisions,,,no
10.5465/amj.2011.64870100,,,cognitive,,Innovation (radical),41,,no
10.2308/bria-52285,,,job-related,Educational,Effectiveness,,,no
2504,,,job-related,Skill heterogeneity and functional,New venture performance,,,no
10.5465/ambpp.2017.17639abstract,,,,,Popularity of Facebook apps,,,
4865,,,,,Engineering design,,,no
38362,,,job-related,,Creativity,,,no
38363,2017,,,Group,Team performance of student teams in multi-stage innovation and creation competitions,23,,yes
10.5465/ambpp.2015.17937abstract,,United States,cognitive,Ability,Organizational performance (team performance),,,no
38365,91,,,,Innovation performance,39,,no
10.1177/1938965520958703,,,,Nationality,Firm performance,,,no
42436,,,demographic,,firm performance,89,,no
10.1016/0022-1031(66)90082-5,1966,,demographic; cognitive,Cultural heterogeneity,Group performance,96,,no
42437,,,,,M-form implementation time and performance recovery time in M-form adoption,77,,no
10.1002/hfm.20391,2012,,demographic,Cultural,Group decision-making,25,125,no
10.1002/mde.3352,,,job-related,Socioemotional wealth,Earnings management,37 private family firms,218 managerial members of top management teams,no
38389,99,,,,Team effectiveness,,,no
38391,,,demographic,Bio-demographic (actual & perceived),Team innovation,86,,no
38400,2010,United States,cognitive,,Strategic Choice and Performance,100,,no
10.5465/ambpp.2010.54491644,,,,,Product innovation,109,,no
9893,1995 [1990-2000],United States,demographic,"Tenure, education, functional background heterogeneity",Turnaround,98,,no
38402,2013,Taiwan,,,Firm performance,90,,no
38401,2007,,demographic,,Corporate performance,,126,no
38399,86,Taiwan,cognitive,,Product development,,,no
10.1080/15309576.2016.1177559,,United States,,,"access, affordability, and quality",,,no
10.1080/00036840903427224,,,,,Team performance in professional soccer,,,no
10.1142/s1363919617500256,,,,,Innovative performance,,,no
2517,,,,,Productivity,,,no
10.1037/a0023684,,,,,Group performance,138,,no
10.1177/1046496414553854,,,demographic,Attachment orientation,Team functioning,52,178,yes
4797,,,job-related,Ethnic,Creativity,,,
10.5465/ambpp.2019.16697abstract,,,,Demographic and information-related,CEO dismissal,,,no
38434,92,Taiwan,,,R&D intensity and corporate performance,,,no
10.1111/j.1559-1816.1998.tb01659.x,,United States,demographic,Cultural,Quality of performance,,500,yes
10.1162/rest_a_00221,,United States,job-related,Cultural and Language,Firm-level output,,,no
26804,,,demographic; cognitive,cultural,"creativity, task complexity, knowledge ambiguity, team conflicts, exploratory and exploitative learning",,,
10.1007/s10726-006-9042-x,,,demographic; cognitive,National background and culture,Team effectiveness (performance not statistically different between groups),,,
10.1111/jasp.12189,,,demographic,Cultural,Team performance,73,327,
10.1177/0002764214556804,,,cognitive,,Innovation,,"1,354 researchers",no
10.1177/0149206306295307,2007,,demographic; cognitive,Educational background and conscientiousness,Decision quality and social integration,52,,no
10.1287/isre.1120.0435,,,job-related,"Ethnic (measured through spoken language and country of participants), contribution-based reputation, and dispersion in project participant roles",Community engagement and market success,357,,no
10.1145/1753326.1753447,2010,,cognitive,Experience with Wikipedia,Amount of work accomplished and member withdrawal behaviors,,,no
5053,2001,United States,demographic; cognitive; job-related,"Social category, academic ability, prior military experience, and value",Group performance,,,yes (ROTC cadets)
10.5465/ambpp.1992.17515639,,,job-related,Ethnic,Creativity,,,no
43508,,United States,cognitive,Expertise,"Project team effectiveness (project efficiency, project creativity, team satisfaction, and growth experience)",50,274,no
10.1111/j.1467-6486.2009.00893.x,2009,,job-related,Family firm specific sources of,Family firm performance,86,,no
10.3724/sp.j.1041.2016.01551,,,job-related,"Specialty , faultline strength",Group creativity (originality and appropriateness),108 (54 in experiment 1 and 54 in experiment 2),528 (216 in experiment 1 and 312 in experiment 2),yes
10.5465/ambpp.2014.15477abstract,,,,Manipulated using a minimal group paradigm,Miscalibration in confidence judgments,,,
10.1016/j.indmarman.2021.02.013,,,job-related,Team role,Technical performance and market performance,,,no
10.5465/ambpp.2021.16131abstract,,,cognitive,,R&D performance,,,no
10.1177/0149206305277799,,,job-related,functional,"innovation, in-role performance",136,,no
38473,,Taiwan; the USA,,,New product quality,"184 (Taiwan), 176 (USA)",,no
38472,,Taiwan,,,New product quality,184 Taiwanese teams and 176 American teams,,no
38477,,Taiwan,cognitive,Personality characteristics,Knowledge sharing and innovation,63,,no
10.1287/mnsc.1090.1079,,,job-related,,Creativity,,,
10.5465/amj.2019.0468,,,demographic,Racial,Firm productivity,,,no
43613,,,demographic,Racial,Group Performance for a decision-making task,,,no
38485,94,,demographic; cognitive; job-related,Relation-oriented and job-related,"Team cohesiveness, external activity, and team performance",62,280,no
10.2139/ssrn.707867,,,,,,,,
10.1016/j.jbusres.2016.01.039,,,job-related,Role variety and ability disparity,Virtual group performance,,,no
10.5465/amle.2003.9901665,,,demographic,Sex composition,Team performance in a business school case competition,37,,yes
38492,,,,,Team achievement,33,203,no
38494,2002.5 [2001-2004],,demographic,"Ethnicity, Age, Team Tenure","Team assists, Overall team performance",,,no
2574,,,,Intrinsic differences,Innovative performance and emergent team dynamics,,,
38497,2002,,,,Innovation effectiveness,57,,no
38499,2000,,,,"Cooperative performance, cooperative satisfaction, knowledge sharing willingness",,271,no
10.1017/jmo.2015.29,,China,,,Short-term performance and innovation activities,,,no
10.1177/1059601118813790,2006.5 [2000-2013],United States,demographic,faultlines,Firm performance,,,no
10.1007/s10100-015-0408-5,,Turkey,demographic,Age separation,SME export performance,128,,no
38500,2002,,demographic,functional background and gender composition,cognitive and affective conflict,73,,no
10.1080/1351847x.2021.1977360,,United Kingdom,,,Financial health and value,,,no
2610,,,,Ethnic,Objective measures of team performance such as productivity,,,no
24819,,,demographic,,Team functioning,,,no
10.5465/ambpp.2005.18780347,,,,,Multitask Performance in Teams,52,,no
10.5430/ijba.v6n2p17,,Singapore,demographic,Gender,,,,no
38515,2012,,,,Research performance,,,no
38526,1998,Taiwan,,,"Organization performance, CEO succession",17,,no
10.1016/j.obhdp.2009.11.008,,,demographic,,"Group outcomes (coalition formation, conflict, satisfaction, and performance)",,,no
10.1287/mnsc.2015.2178,,,job-related,Tenure disparity and Interest variety,Productivity and Member withdrawal,648,,no
6649,,China,,,Job performance,64,339 subordinates and 64 supervisors,no
38580,2014 [2013-2015],Taiwan,,,Operating performance,,,no
10.14254/2071-789x.2017/10-1/6,2017,Azerbaijan,demographic,"Cultural , Gender , Foreigners'",Innovation,,,no
10.1080/21573727.2011.621419,,Construction project teams,demographic,Cultural,"Output, productivity and efficiency",,,
10.1016/s0747-7929(05)18002-0,2005,,demographic,Cultural value,Multicultural team performance,,,no
10.1177/1059601103257412,,,demographic,Race,Empowerment and effectiveness,111,,no
10.1080/07294360.2019.1699028,,Hong Kong SAR China,demographic,Nationality and Prior Academic Achievement (as measured by GPA),Learning Performance in Group Capstone Projects,,346,yes
10.5465/ambpp.2016.16417abstract,,,job-related,Educational,Technical innovation,,,no
10.2478/sbe-2021-0057,2014 [2009-2019],Selected countries from Europe,demographic,Gender,"Financial key performance indicators (ROA, ROE, and NPL)",134,,no
10.1177/0734371x21990718,,South Korea,,,Organizational,,,no
10.1108/ijge-07-2014-0022,,Spain,,Gender,"Innovation (product, service, and process)",,,no
10.1017/jmo.2017.45,"2005, 2007, and 2009",South Korea,demographic,Gender,Organizational productivity,,,no
4617,,,job-related,Gender,Technical team effectiveness,38,,no
10.1287/mnsc.1120.1674,,,demographic,Gender,Sales and Profits,,,yes
10.1080/09544828.2022.2076556,,,,,Course performance (team performance and peer assessment),122,,yes
10.5465/ambpp.2008.33716813,Late 1990s,Sweden,,Various types and degrees of,Durability and Success,,,no
5474,,,job-related,Knowledge difference,Creativity marks of the team,40,162,yes
38597,2007,,cognitive,Knowledge,Software project's performance,,,yes (Master's thesis)
10.5465/ambpp.2012.44,,Germany,cognitive; job-related,Language,Shared Mental Models,15,84,no
10.2139/ssrn.4134695,,,,Ethnic,Fund performance,,,no
10.5465/ambpp.2019.12941abstract,,,,,Business survival,,,no
10.1016/j.emj.2021.09.011,,,job-related,Team,Project agility and success,292,,no
10.1504/ijesb.2015.066154,,Spain,demographic,Gender,"Innovation outputs (products, services, process, and organizational innovations)",,,no
10.1016/j.indmarman.2010.01.001,,Turkey,demographic,,Team learning and new product success,93,,no
10.1007/s11575-006-0126-2,,Japan,demographic,Nationality,Labor productivity,,,no
10.1002/sres.2444,2016,,,,Team performance,,240,no
10.1111/jpim.12247,2014,Netherlands,,,NPD project performance (radical and incremental),95,,no
38612,103,,demographic,Age and traditional values,Creativity,94,,no
38613,93,,job-related,,Team performance,60,,no
10.1016/j.ipm.2020.102421,,China,demographic; cognitive,,Team performance,,,no
38614,94,,,"Social category, value, and informational",Creativity,53,235,no
38615,,,job-related,,Creativity,104,,no
10.18488/journal.11/2014.3.7/11.7.415.432,,Taiwan,demographic,Team,Job performance,,362,no
10.1007/s10869-020-09688-2,2020,,,,Team performance,94,,no
38616,2018,,job-related; demographic,"Gender, family socioeconomic status, birth order",Design,148,296,yes
4130,,,,Value,Team process and task performance,,,
10.1017/jmo.2016.24,,Taiwan,,Functional background heterogeneity and international experience,Innovation and internationalization,,,no
10.1108/nbri-11-2013-0040,2007 [2004-2010],China,,,"Short-term performance, long-term performance, innovation performance, and overseas performance",,,no
10.1016/j.lrp.2015.12.014,,Norway,demographic,,Team effectiveness,103,,no
10.5465/ambpp.2011.65869187,,,,,Team effectiveness,,,no
10.1057/palgrave.abm.9200130,,China,demographic,,Firm performance,,,no
10.1051/shsconf/20185603005,,Malaysia,job-related,traits,Firm performance,,,no
38622,2011,,,,New product performance,,279,no
38623,,Taiwan,demographic,Education level and background,Firm performance,100,,no
10.1007/s11846-016-0222-z,2016,,demographic,demographic characteristics,Firm innovativeness,24,44,no
10.1016/j.profnurs.2007.12.002,,,,,Health care quality,23,,no
2484,,,,upper echelon,organizational performance,,,no
10.1016/j.ijproman.2011.11.006,,,,Personal values,Project performance,,,no
10.1016/0747-5632(94)90004-3,1994,,demographic,Gender,Brainstorming,,,no
10.1016/j.ijproman.2019.06.001,2019,,demographic,Gender,Organizational performance,,932,no
4143,,,,Ethnic (implied),Creativity (implied),,,no
43646,,Nigeria,demographic,Ethnicity and gender,Employee productivity and performance bonus,,,no
10.1080/12294659.2019.1688124,2019,South Korea,demographic; cognitive; job-related,Surface- and Deep-level,Team Innovation,360,,no
38629,2012,,cognitive,Knowledge,Open innovation adoption,,,no
38631,97,,,,Team performance,,196,no
38632,,,demographic,Functional background and educational background level,Managerial performance,,,no
10.1002/smj.226,,,,,Firm performance,,,no
10.1007/s11123-019-00567-4,,Multiple countries,demographic; cognitive; job-related,,Research impact,,,no
38654,,,job-related,Career-related,Team performance in new product development,,,no
10.1111/1467-6486.00086,,,cognitive,,Decision-making process and outcome,,,
38657,100,Taiwan,demographic; cognitive,Cultural,Team Performance,,792,no
10.1016/j.intman.2022.100969,2022,,demographic,Cultural,Task and process conflict and performance,232,810,yes
38663,2018,,demographic; cognitive,Cultural,Innovation,,,yes (Master's degree program)
10.1002/asi.23653,,,job-related,,"Retention and performance of 4,317 articles in the WikiProject Film community",,,no
2477,,,,Ethnic (implication),Innovation/Creativity,,,
10.1016/s0147-1767(01)00032-3,,,demographic,Ethnic,Team project tasks,165,,yes
10.5465/amj.2006.22083030,,,,,Firm behavior,,,no
10.1016/s1138-4891(10)70012-1,2005 [2004-2006],Spain,demographic,Gender,"Accounting ratios, market value, and technical efficiency",,,no
38671,,Health care Industry,,,Group effectiveness,,,no
38672,97 (2008),,,,Group performance,244,650,no
38680,91,,job-related,,New product development,,73,no
10.4018/978-1-5225-3923-0.ch071,,,,,,,,no
38685,2016,,cognitive,polychronicity,task-oriented group performance,50,,no
10290,,,demographic,Sex composition,Decision making processes,87,,no
10.1177/0022022104264123,,,job-related,Cultural,Well-being and commitment,,,yes
10.1016/j.compedu.2016.01.004,,,cognitive,Social categorization,Language learning game performance,,102,yes
10.1177/1527002517716974,,European countries (multiple),cognitive,Player ability heterogeneity,Goal scoring,98,,no
10.5465/ambpp.2020.19821abstract,,United States,,,Creativity,,3122,no
38691,99,,job-related; demographic,Task-related and bio-demographic,Team and individual innovation,123,626,no
38692,89,,job-related,"Value, social category, and informational","Knowledge sharing, knowledge creation, and innovation performance",52,,no
38693,,,job-related,Cross-functional team,"Teamwork conflict, teamwork performance",,166,no
10.3724/sp.j.1041.2016.00084,,,,Social category and information-based faultlines,Team performance,115,782 (115 team leaders and 667 team members),no
10.1504/ijesb.2011.039683,2011,Austria,,,Venture performance,59,,no
3970,2016 [2014-2018],Indonesia,demographic,Gender,Financial Performance,,,no
38699,2013.5 [2012-2015],,,,Firm performance,,221,no
38700,2015,China,,"Age separation, gender variety, functional variety, educational separation, salary and share disparity",Family firm performance,,,no
10.2307/2393871,,United States,demographic; cognitive; job-related,heterogeneity,"Firms' competitive moves, changes in market share and profits",32 U.S. airlines,,no
10.1002/cjas.1288,,United States,demographic,,Financial performance,,,no
10.4018/978-1-7998-4099-2.ch007,2021,,demographic; cognitive; job-related,Multicultural,Innovation,,415,no
38702,2005,,job-related,Expertise,Team effectiveness,69,499,no
38709,,Taiwan,job-related,,Team Performance,100,,no
38711,94,Taiwan,demographic,,New product development project performance,,118,no
38712,2007,,,,Innovation,166,965 (166 team leaders and 799 team members),no
38715,89,Taiwan,demographic,Nationality,"Traits, Heterogeneity, Interaction",46,,no
10.1080/03043797.2021.1920889,2021,,,,Innovation level in engineering students’ team projects,,190,yes
38721,,,,Work tenure,Team performance and team satisfaction,37,,no
8148,,,,,Team performance and team satisfaction,37,,no
10.1287/orsc.1090.0461,2010,,,,Quality of decision making,175 groups,,no
10.1108/pr-08-2019-0410,,China,job-related,functional,Organizational performance,101,,no
10.1037/apl0000013,,,job-related,Nationality,Creativity,,,no
10.1038/s41598-022-21821-0,,,cognitive,Knowledge,Societal impact,,,no
10.1177/1368430216638539,2016,,,,Creativity,,68,no
10.5465/apbpp.1999.27622482,,,demographic; cognitive; job-related,,Group effectiveness,,,no
10.1016/j.techfore.2020.120325,2011.5 [2008-2015],Spain,cognitive,"Gender, skills, and education",Innovative performance,,,no
10.1177/20413866221114847,2022,,cognitive,,Innovation,,,no
38742,102 (2013),Taiwan,demographic; job-related,"Educational, Industrial and International",Return on Equity (ROE),65,,no
10.1504/ijtm.2018.095631,,United States,cognitive,Knowledge,Organizational innovation,120,,no
38744,101,Taiwan,job-related,heterogeneity,Brand firm performance,188,,no
10.1016/j.respol.2010.09.008,,,cognitive; job-related,Knowledge,"Commercialization outcomes (patents, licenses, and royalties)",,,no
10.3724/sp.j.1041.2015.00533,,,cognitive,Knowledge heterogeneity,Creativity,,391,no
10.1108/jocm-03-2020-0073,,China,,,Creativity,94,,no
38761,2004.5 [2002-2007],Taiwan,job-related,Functional,Innovation,,,no
10.5465/ambpp.2020.13966abstract,,,,,"Role-based measurement of employee performance (Job holder, Career seeker, Innovator, Team member, and Organization member)",,349 pairs of supervisors and their subordinates,no
10.1111/j.1559-1816.2009.00490.x,,,demographic,Racial,Overall performance,,,no
10.1177/1046496411422130,,,,,Idea generation,,,
10.1108/ebhrm-01-2018-0008,2018,,,Age,Work group performance,59,197 employees and 56 supervisors,no
10.5465/ambpp.2020.22035abstract,,,,,Performance outcomes of virtual teams,40,,no
10.1111/emre.12306,2018,,demographic,Corporate governance,Corporate strategic changes,,,no
10.1111/1467-8551.12456,,,job-related; demographic,"Socio-demographic, Occupational","Buyout performance, Deal returns, Multiple expansions",241,547,no
10.1080/01900692.2021.2013258,,,job-related,Gender,Research productivity,,,no
10.1111/1744-7941.12078,,,job-related,Educational background,Creativity,47,,no
10.1002/hrm.22086,,China,job-related,Gender,Organizational innovation,,,no
38795,2004 [2001-2007],,,,Financial performance,75 (initial public offering firms),,no
15001,2004 [2001-2007],,,,Financial performance,,,no
